Product_id,Selling_Price
MUGEACY8Q7ZYSTN8,1640.767118
ACCEGG9VGRMQGHRD,7480.093655
PCSE76X48PVSDDVK,1132.936308
PBXE6677X2D6UFZZ,5785.426024
WCKEGGGD2TXHHTJC,319.1012394
NKCE7MMGF4PPGNA6,3073.328231
CRTECN2QYTPHK5YQ,5135.072454
OIDEJFCWMMR6JQBE,5791.920244
WATE5HFY4MJX6CHD,5417.147307
DREE4FC4TAR8M5GN,1397.232362
HACEGPF9DZVUZBFY,8229.082649
PBXE4Q7YF5KUYJYW,11623.97679
SHIED9YEH65NSA8N,10592.88545
WATDHMQJ68MVBRFV,13891.03041
HMBEGWTFEV4TF2RH,3368.684497
SHIE2FH7YTVDHFGT,3212.387125
CRTECN2QYRY2KWZF,3966.080932
TSHEDJXPN4HNT2UP,6232.568092
SHOECZH5WGBZHZES,2767.12206
NKCEDCT9MSAYG6H5,5504.251976
SOCEGGVYBTZPKXVP,4908.402912
PBXECARAQBCDSAZW,3485.746029
CAGDU85YDHP9ZJH7,2460.78508
TCVEHSMFEGNCAGYN,5171.259644
RNGEDAPFZ2GKRUER,885.5433725
CAGDY9Q7HSNDHGFC,3561.178356
NKCECKHYZVHBQU9F,488.6763445
NKCDQSVCRH8W73GF,6882.211006
WATD9H76RKGUUZHY,14441.53941
NKCE5HYVDQVATMKF,2141.035947
RNGE9GWMKVHGEYZG,4400.215562
SHOEAGUMMWFABHUT,3424.340077
SWDEGZMPYQGNEBHG,5200.691776
TOPEFDXSHZPHCUAU,9504.677477
CAGDU85Y85GDJGUD,1286.890735
CAGE4BQXK3FSTRRS,3361.438016
CAGDZVGTV3SMMMBY,5375.165292
BEOEGXRVQPCKJHYC,3702.452905
NKCE9YFBBYBM88DR,3202.908369
DREECZGZVWGQM23M,4235.854011
PBXECYF3YHWYG4UN,350.8530272
WATEBG8FGBPUPKCV,5110.966735
SHIEEJG9RRDUH9XG,3480.051106
CRTECN2QXAPEWXSF,2767.475834
BRAEE6YMSYPNCUX3,1453.504932
WATE9MVXJXHZHEJU,3507.717285
RNGDREYRQQGZAPQM,5800.757137
CTPEGGFSNDQFAAVE,3526.035114
NKCEF2RFAPHSHZZZ,4155.220224
TOPDYAZZG5NU7ZBZ,7385.093085
PBXE7QPWMSS5XGPZ,256.9441376
PCSECV3FHFAQ9T36,12240.33308
CRNEJB4NBT9BTM84,5270.676017
TSHEHU5RFJCTJKBV,6976.550391
DREECZJC3XBKGDZT,5507.903659
SUDEGGATGYXA9YBC,12766.33675
BRAE8WYHTVZMFFHS,5780.564407
SFFEGZBXTYFSYJQA,4325.799276
ACCEABVYXNHCT8UE,5526.043052
BWLE6SJE9PXGV6DD,967.2101458
NKCDYQ3RHYREHHYV,3979.230799
NKCECDCRWDMZEH2Z,3115.289128
SRTEH2F6HUZMQ6SJ,7336.408818
BRAE6KWFGZFXKPPB,3417.183119
HACEJQY5FQRZZUGM,8683.574842
CAGEYUXVF2FNARKD,3379.2421
NKCE7M3QTHTCGVVF,4213.59826
TOPE8PBFNH9YNHFK,5146.926057
BRAEDQFRZS9QFYTQ,1538.319036
HMBEJCMMQR2JHFVP,2215.609092
ACCDRFVG52PHVRSK,7783.712757
NKCE7MBR4QRBASDQ,3305.69904
NKCDWBPZNZU5K2QZ,3550.091775
BRAE8HMQATXFHFGZ,3541.635879
MUGEAGGKEGCPWWPN,3675.972556
BKPEGXYWWJPETZZA,5408.32083
SGLEGBV6ZNUJNJS9,6061.255157
CAGEYUXVAKNKDUUV,6619.589839
NKCEDH9ANZGDAUWG,3180.942394
NKCE5EHJHS38BUWB,3605.100187
PBXE9YWGRFUQXHQH,13147.28841
SHIE3QDHP5RDGMZY,2783.345327
RNGE9HDVMPVBYPGJ,3380.30169
SCHE4YSTCUUSJWCK,2138.084791
SNDEGGTV9XERMGHH,7403.918174
PBXE92XFUMB7QWY6,8671.143146
CRTECN2QYK2R2PUS,4243.915122
TOPEEEPVYHHF9HGW,3592.901949
MUGE8F5RDEYMH4YH,4034.664778
NKCE52CSJ2GUY64G,1421.456094
SHOE2K68QHZ3DWZF,3959.491887
DREE9YJHZZHWHAU7,4170.982823
NKCEACYSHS4MGKGY,13045.79738
CAGECT64KH6CZVMR,14471.94906
WATD9H76RG5FQT5Y,14601.59699
NKCE5UY97ACC9QAZ,512.0208874
LJGEG6UPBW8GKPRD,4774.61359
PBXEBFGFRM5797BZ,4637.583949
RNGEAY8GRWYMYSAK,5278.468662
SHOEF9G8WTWGAAFB,3845.345157
PBXE5ZJZSAC73ZED,8942.601662
NKCEYYX9HJWJXAA8,3615.868953
CAGDTFSHTF6TRBFZ,4617.085664
PBXE6E6YDZDNVKQH,763.8173746
TROEGNQDQNGN99PJ,4572.95178
CRTECN2QXC68CTUM,6601.315656
CRTECN2QZNXTGGXG,5503.026542
VANE4VND2XHZRCNT,948.652006
NKCE8SESMHF2VSRM,3900.145679
SHOEBYY4ZDWGQGEW,7943.447185
NKCEB7935AJSADGR,3892.272951
SHIEBAXYS3FUTX8Z,6689.493123
NKCE2YCPKAPWDH8C,3056.643607
FABE92NVHZHSFHGT,3460.094852
SHIE93YGTRAV6XTW,5890.722884
CSOEGTPR39XZHZJY,5130.766454
WATE5HFYHPFHRCHY,5116.578104
BRAEBHCHY6VVRNRQ,1940.565199
NKCE5QPMUZRQFDAZ,2013.812814
NKCE9ABEE5HDWZSM,6064.092041
SHOEJCZ28JFRY9RR,6064.941333
PSLEAVTQQXEXZYYZ,4936.330786
SHOE66V8UMNGZKYM,1138.205051
SHIE5HBGWKWJWFRA,3888.80582
TOPE4HXDZHPR9K2C,1775.794569
BRAEBCTWGWYRWXHC,5619.866414
TOPE6ZCJBVZY3HBH,5158.377256
CRNEG7BKMFFYHQ8Z,5018.258923
SHOE7DJBEPYGQPHF,3975.887312
ACCEHY86UG6B63AZ,4919.091322
BLBEJR23J2CTPFAU,6373.889588
ACCEEV5V5VD5DR9C,856.6364922
UMBEJZFHE285UEV2,6181.700324
SHOEBN3FFYG75P3D,3198.217883
NKCEFGFURYNWH2DR,3932.198161
ETHEJG7NW4M4AFCZ,6957.959238
SWSE9UH4KXCHZHRJ,3639.294355
CRTECN2QZ7XUGBR6,4375.911189
BRAEDNX2NHZX5PKN,9909.136307
BRAE73KFJGNSP2NP,2078.404749
MAHEDFPZVKF79JVQ,4060.803112
NKCECRQY6MGHBPQ3,9033.486537
CRTECN2QYYWUXHRP,3294.758362
CPCEKY4TKBYFE7PH,5844.750479
TOPEA8HNSZB8VGUR,2565.005216
TOPECJZ4ZDXQZB4A,5426.001511
SHIE92XGJHG4HH5E,6358.843559
CRTECN2QVSZXUG7X,4817.105398
BRAEBBYRUSRHZD34,7605.452399
IFPEE76BG92E5SVS,5930.604017
CAGEBZ7UGCZZHVTE,214.313111
CAGE3GFTPMNXPZAG,787.2852159
SWTEDX3KRCTNHUGY,6009.343266
BBAEFKXVXVM8SYZW,7505.264462
PENEGZ6RHFWHX7JX,1703.224463
ETHEGFZFQT7ZCH3U,3173.964749
TOPEE2FFAXQGSUZH,5417.630093
CRTECN2QWAGCHYGC,3949.707134
SNDEJGWQSWNHXXA3,12162.47917
BHGEGTAVKNNCPUGG,13805.03838
BBAEGNUNHHZEYSPD,505.550929
NKCEANMPZYMHYEA3,424.4866629
RNGE88Q9FH632SHU,1156.315804
SNDE7PY9TG8P7YYR,905.5674809
SNDEHZQ7YZAHAZYP,4905.505048
CRTECN2RDAKXQHYH,3675.886851
SNDEAVZ4MSGYFBUD,1577.568687
RTRDWBPC23ZAYMSE,10661.93982
PCSDYQEW5ZMFBVFQ,11380.79302
DREECZJBH8KGCZHT,8619.985119
CAGED654SQMMADH7,2169.466328
MFLEYGFH8PFBVRDG,5164.866247
SHIEBWNUURZ8BWDZ,4302.021806
BRAECTFYXKNAVFAN,5947.077873
BRAECBVGHCB2FN49,4977.145813
SHOEHX7CGSEMUENU,2680.738731
CRTEB774NHSDW3DV,2404.28934
VLBEGZ7SZFZBUGBZ,6132.83702
BRAEGJFXGYFPGHYG,4895.191332
ACCEGKG4S4B7QGGT,2036.187972
BBAECKHYXGE3VJXB,1804.212599
BBAEDVYSEN75YZZ7,6648.420369
RTRDYZCGGJFBU6XM,3425.886909
CAGEBTJBB5X8GCF8,864.5471892
HLUEJQ3UVGNXSPZG,7991.730603
NKCE8RB5WSWKJPFR,3619.666362
BRAEDFYYKNGBGPF3,6776.285047
SHIE2CAJP6XBWPU2,3754.623759
SHOE2GUJW6XNFG3W,637.3494688
TWCEJFXHGDSG5XZV,6866.991391
NKCE9Z2JYUYZ2JZ3,10714.51982
WATE54YZWYXR6Z7J,2518.600944
SWTEEYFFFRWGKZR5,5944.188401
NKCE6NHRGQJHWFDK,5074.181904
NKCEYM3B6ZP3YSQQ,3614.265446
PAEE8AHWJWMDAXZU,8006.037575
RTRDZK8XCUEKZDFZ,627.3444141
TOPEHZMHJHEMRDHY,3206.515617
NKCE9AZMPE3PJPEW,699.3235054
BRAEAR7WUYD3CZAT,2657.146153
BRAEG7AYZAQBS3EH,6390.566849
BRAEDQEEYYH4WRQK,4681.455146
BRAE4F8NCQJFTGEZ,5910.534786
MUGEACY87HUCUYCD,3802.749917
BOTEDSEN9ZSFUUAQ,771.0377619
WATE3GEYE8JQT7WM,5970.189757
TOPEB96CYHMPMDKH,2691.924173
NKCE5QGT7GFDSUZK,2016.620306
VESEGZRVWZEYTVMG,7159.367528
SCHE4YSTHJSYEJHJ,3086.024376
KLSEGT5ZUGR9FQXE,6489.471876
NKCE79CGHYMSS7GH,3248.171772
JEAE8CZGJ8PGGHRQ,857.0683299
SHOEC8QGWFF2VXAN,3086.245833
SHIE6G75RNDQSGUQ,2095.015309
SHODZ5YHTEHZTR3V,4332.177187
ACCEKFVVZJMTYWPK,3923.548569
DRPEHGFFGQTXK3E3,3046.990742
CRGE4XJBHZGHJYGU,7197.796159
NKCE9Q93F3HJYGZT,356.1157325
SNDEGJFV5J8CTGJV,8444.85332
SUDEHYGUMT6UGYAR,3480.189316
RNGE7M92HQECSUYG,6694.179471
TOPE7ZHYDE2MKNHF,4188.283203
NKCEBHGBEABMWDKA,5582.005437
PACE7ZNHBP4FASAQ,2779.333142
NKCE7A3XXTTBHHC6,4068.428854
WCKE2TFYTHBHTP5B,5290.528829
BRAEDTPDZSCRZCYG,5673.383897
SHOEBKEYSKS87GKG,3876.753448
CAGDUGFYGG2KWWK7,10795.30293
SHODZDAE6FKCC8AH,597.2512706
SGLEGBV5STVHGKTD,5854.43229
RTREBVK9HX8XJH2T,355.864951
PCSEAKVBGC7CJQZT,10668.89254
MATEB88T7MVJGSG5,5760.966864
WATDJYPXKHPPNGQK,7882.69224
BRAE8QNFFGWGG5MY,2015.361401
NKCDWBPZZSYWKHE9,2059.759361
USGEJPQHT8YPZ7D8,3316.073893
NKCEFKBYHXQ8VVF8,488.8416393
SHOE4JCEZDRSHC4S,3301.089482
ACCE9E2RT56M3GSU,4655.000774
CRTECN2QXQGJ7JZD,3654.379485
TOPEBS26V3JRYSF3,770.4098555
NKCECZNMRRVZ9YWF,293.5357645
CAGE75QCGVXYV78T,3052.847161
WATDG9F74GYWEH4U,1844.672718
BRAE3WVQPYSZ54FF,7107.416312
SWSEBHCP9JC4GQKT,4657.736991
MUGEBJ7XAFVH25VD,2211.711207
LJGEATZRDCFAJGYZ,5894.798468
BRAEBXRB8GFZ6HM6,4480.668466
RNGEDAPFZWSSMHYW,1134.195724
DREEHFABXP5AUZA8,5371.220596
RTRDFFYGJ4GNRSHQ,9987.859239
CBREFYM9TSSUHJSQ,2923.790279
PBXE6EF4PSJX9WXH,3941.273931
CRTEHSS9UZJZYMZD,450.5356843
DRPEHYHG9YYHD2HH,4603.505643
CAGE9AGR4VWWTDY4,7990.981217
AVCEJCJQWBYMNPGU,2248.153003
BRAE7T3WADAJU4ZS,2213.329994
TPYEGGUFSKXJFYY5,7168.851673
SUDEHYGU4GE9UCXJ,5765.232741
FABEB2TXH4MGQC2H,5216.03227
NKCE9G2BZAGKXPGY,4626.862628
TOPE8H5DJWGAY2CD,9551.467849
BBAEGGF3HF3ZPBVG,1785.742121
ACCEC87TREZYJJPE,6810.166513
DRPEHYHMEZHDYRK5,3978.439445
NKCE5VAAPVP5DGMZ,545.4294015
NKCEBZN92EJ7PDFH,3369.196943
ACCDXFPYT58AGGAF,7224.904348
MUGEGZUHX744RFEN,5730.074367
RNGE8Z3KSHGCMSCP,3225.26201
SHIEYZ3F3QWMYNEC,3324.190041
SHOEJCZ2JNGJSPEJ,8290.206808
CRTEB774RSGGQZ9U,3475.629214
BRAE8AJZW5QBNWAZ,2338.023107
CRTECN2QZ8CWZEFZ,5752.347134
SHIE9FMZAH4U4H6Z,467.559384
CAGE68FFYRMDRF3X,9058.14629
NKCE3GNVPGUYY8AZ,3483.015259
PCSE4ZQ8TRUZDMEU,1397.976768
PACEC89YGNYZCMC4,836.1019382
NKCE9YX24KHRDNHG,3163.161857
FABE88MGUBPCQWR8,2574.824154
ACCEH74HAGTY6W8P,908.5138013
NKCECGVARVRMARSS,6593.447828
CRTECN2QZXFVEPGG,4330.092056
NKCEC8AZQUFGUXGH,2219.184961
SHOED6C5ZGCBKTP2,2845.170916
RTRD7HN3BBE7G9YT,3638.140992
ACCEA8JPDNTF7NZN,1713.236961
NKCEBHGBAFBCXXYC,1061.122621
PCSEC86VGEWVKHWZ,14149.39123
SHOE3URGYEVZ55GD,3142.167596
NKCE9PFFQHU7GTU7,9837.172445
CRTECN2RCH9CG4SA,6206.521706
TSHEHU5RWUGEAJFE,5615.902178
PBXE92G5YEA7JAHZ,5221.439406
ACCE8XUCYRB9ATHZ,4410.57576
CRTECN2QWEDYMDNQ,697.8338673
PTPEYCF7GZU2T54E,2391.189238
SHOEC9FZ3BAF7ASF,4252.001002
CAGE7DSFQGVEGHC8,6248.977123
SHODUMFYWTPDYNX6,5340.308687
ACCE6P3BBZD72UJ6,859.5050836
NKCEFG3CHGEHMRTD,3275.5561
RNGEDAKBYYVCFWZP,7663.130651
TROEGZ65YHBQKG9T,5942.304248
BRAEDSKCXVNYXGA6,1573.909286
NKCE9ZVGMHZVTF2D,4744.093403
WATDUKHHH4SQXDAK,5371.973464
CAGE745BJ67RZCRR,2480.796094
PCSEAKVBNSFWGBGE,1242.679001
TSHEHV9TPRUBUENE,4565.729482
SHOEY8RMVZV3UY3A,4048.599434
TOPEGWUTW6GWYSBE,2391.0355
ACCDQDYBYVQZNHCH,9026.924708
MUGEBFGF6MDQGHBG,4322.200854
CAGE6HHHUHFQSAPW,493.3104058
RNGE7GVYAP66GRDD,4327.469028
PBXE5SUCYEBBSFXJ,10714.20197
BRAEBBMQZBZHCFAJ,4563.258833
BRAEAC839PBQV9KF,1255.015637
BRAEAW9HT2EUZD3X,2214.277338
SHIE2QTSMSXF9QAH,3794.228566
RTRD6FYYWFHEYJYE,5393.759222
CAGEFPY9ZSFFNVAW,9974.763477
ACCEGKTSGJEEVTZ4,976.7765939
AIREDJCGZN2HKZHJ,3360.624774
BRAEA5MZ8VZHNGGH,7760.438179
CRTECN2QX53WHTKZ,2900.837753
JWSEBCY4HDWGJZBT,1404.896576
BRAEB2ZTVYY3UKWA,2081.884757
WATDZMBRPYAYTP4G,7414.02465
TOPE7WAUFEYYDXKG,10439.29178
TSHE4DTF53HPYMU4,4299.48585
BLAEE3YXZGWWT8UD,6537.985031
RNGE7M925YCWZZRR,6910.203635
BKPEGXWHXG4GZWET,1199.449057
RTRE8GJUFNETVUMZ,5340.925234
SWTECXPHFVTHWJF7,11301.48659
SHIECKYBNNY2BNZD,4416.09641
WATE7GP3JZMFEGZG,11133.27749
CAGE68FFHZRTSZS5,4335.541205
ACCEGYP2TMX2NUPH,5907.175612
NKCE9YFBBNJ82UVB,4305.473378
HMBDRUCNJSJQRRGC,6939.080072
CAGE3GFTQ3UHZ4TC,852.4972621
NKCDTAXF2EYZ7MP8,3027.681136
LJGEYSUNTPQZG4ZG,1029.630034
TOPEGF4KEGGVMSXX,5470.313272
TSHECQKNFFER2ERM,3910.252136
PBXE9YWGTS7NGYKT,2264.580422
WATDZ5HGXEYDHBWD,13446.70791
PRCDVFAFM2FPJBMZ,1820.880471
PTPE2F33QGYXMHGW,4091.463344
KRTEJCZ4M7FD3NJS,2810.107221
NKCEAPCYFBP4UJ3V,3269.149923
CAGEBTJBRFGAUQQB,5290.895073
MUGEAGGKZFYBUMP9,2609.707882
ACCEAZCVGGGWZGKU,842.1297682
CRTECN2QVV7UJQNH,5039.476021
NKCDXEGWS7VWXSEJ,2993.48094
NKCDY44FMPNQHFFN,1393.483441
NKCE8JXS2AAKUGGD,3898.829064
RNGE88FRWWZECGGM,6993.877353
BRAE7GU9K3E2PWGC,380.7874193
VASEHU9W3N9RDPGZ,7651.768658
PCSEC86VSX45XVZS,12778.07478
NKCE49ATF8BFHDVP,1559.895512
KTAEHETVCXXZRXGK,10632.05447
KTAEHE9HAED4VUQB,5770.431755
PACE472CMNPGQY2W,2895.820402
NKCEAPCYFTHYVARD,547.9932216
SHODPH4GZWVXE5RB,959.1346085
BRAEB3KBY393GUHA,10705.4948
BRAEB2S8RZZRXMT3,2442.465883
PCSEAH5WWRYGEVGZ,7652.978342
NKCEAVZ3C9CRDB6Z,344.8236681
RTRDZTF9URF2UFPF,9545.077771
CAGE6HYJDNZJVADS,4779.907631
SWSEBHCPZGHMBKJY,3879.679834
ACCDQGVSDZ92ZWGW,3166.511825
NKCE4CSZUZWHUTFS,466.6698236
ACCEGKFHRFGN6XZB,881.8791232
BRAECGQ4GW73HJFV,1054.300853
CRTECN2QXZ9ETCGB,3825.892543
MUGE6A5HZUJ924WH,2608.270736
BRAEE6YMK83RB9MZ,904.4298812
TMLED6G5MJQGNZHS,4702.369859
NKCEFGFUZURHNH6R,3079.359356
NKCE7ZPRQX9SBZXN,2527.246354
VANE3KUFUXF2CVHU,5463.025946
NKCED6EYN4ZPK9AA,8273.521338
RNGEDF5HDGKZGA3T,1247.174102
ACCEAZCVVFPBJAGB,1198.924833
PBXEDCSE8CHTATYY,4690.359572
TOPEFYB6HRPPCD8R,6901.239089
RTRDTSBQW94HJ8VT,196.7400853
NKCEYGTGJ65HSJ9Y,2407.917916
NKCEFFFPGEJSTBJP,487.0681635
NKCDYASFYGXZESTM,3477.202501
NKCE6SR4H3EHXWNA,3892.94438
AUDCY8T7KPEG3ZZF,6286.887808
NKCDWBPZCHZEYT7S,3550.379017
NKCDYARBFFBQYKFH,3859.396542
TOPEBZYTWUYMJXSG,5304.95012
DRPEG3ZH7GJFFZDM,6237.720894
SNDE6KNAQN3GFRQG,7640.076347
WFCEHYZMGJQWVVZU,5738.107729
ACCEGZ6BRBTGQWZY,4179.61289
CRTECN2QXH4N9WZS,2795.642992
PTPDZYCEDURXTYRF,2178.693631
ARPEEMC95HMYAJNH,5562.869703
SFFEGKYYDWTZTEQC,4443.780028
PCSEC86VCFQYV6QG,6518.337232
BCHEHYMBZQ8ABUUY,1752.958862
RNGE87FCQJ9GRKWZ,5102.877222
NKCE5ZHWX6Z8PBFH,2215.333272
BRFEJYHNGYSX9T9D,3164.892416
TOPE7ZHYQFFHPCBX,4886.620304
CAGED6YFBH8NZQM8,699.2402974
STREDF58JH3GQZF9,2883.947726
BRAEA5MZDQKHUQCT,3425.462249
MUGEBFGF6ZUHKH4C,732.3518393
CRTECYY4GFDJFKBD,4078.405878
WATDZRZGZAM7HDGV,6842.269709
CRTEHSSCVTZ3DB72,1078.98199
NKCDXZGUZKNYVXG9,12026.91665
TOPEBN6MZNGGZEMY,11115.55852
MUGEACY8VQRMM4FX,2552.521513
NKCE5UY9HQTQ8TBG,7821.427563
SCHE4ZYTVE8DY5PP,3625.498741
RNGE9GWPJH9MMNWX,5953.261957
CAGE8FG3CYVFG2GM,2867.538282
SHIEHXZMQPC4GT6F,915.8380488
ACBEHDU9Z9DGZP9Z,5413.799209
BRAE6KWFPZWJ2FHH,2117.27351
TSHE8CAWEGE3CUPM,3811.484048
SHIE9J6PFGP9DZAH,4236.76139
CAGEYFZWNCKDDXXQ,1255.405712
JCKEEABZDWF9VU7N,7298.706414
SOPEJ7SCRS3SKFGP,4379.79418
WATE9MVXHMTCFZSP,685.5407474
CRTECN2QXMXFUYRD,1566.952267
RNGE96Y49HCWGUGH,970.8956278
BRAE9RDQYNWZBYJF,2090.750263
RTRECFHX3TDFD9SP,8397.499458
BRAE59YTMB36ZVFG,8147.777054
ACCEGZ6B9MYUTYST,6717.061521
SHIEF8DUHZJP8MVC,774.8604559
LJGEG52SCZ5WZBKZ,4583.437397
SHTECN9HDECRYPF8,6997.24431
CSKEH3JPF4EJVBSF,6978.241998
BRAEBBYRYT9WDJRQ,1078.521242
SFFEGGJYFJWAV4HV,3759.226684
CBKEHGUY3GEHDSFY,5749.929594
NKCE73V3DADAVHDU,3969.373286
TOPEGF6QDCGCHHXY,969.8575383
RNGE3YSWFWYYHNCA,5790.86389
NKCE8HSQJQBPRSGY,6424.829719
CAGDU9C3QVCBMQKQ,3671.110836
BRAEDQDFMNC6MQZW,1159.675156
SHOECB92BGNGSZGZ,692.9188347
DREEAVBXKQUUVJUT,4642.657188
WCKE2TFYZGPGDGGV,4347.015548
CAGE9AGRUGPHV5FM,6959.650165
BRAEBB6TT8GKVG8A,2257.682267
CRTECN2QUCSMF4SX,2940.609489
BCHEHYUKDZZPZBH2,2532.60275
BRAE8JUHJB794RZY,7583.52821
BRAE4DJMZCWYGDJU,4920.400892
GLSEJGVBRQMYV7NE,7166.168844
NKCE9Q93HRESPRBU,6077.920027
NKCECATQF8ZXGXJS,574.8267568
ETHEJG7NHGRFGHHK,11450.45378
NKCEASCZBAEB2Y63,2716.592609
ACCDSY8ERUYRYSUA,1326.922815
BRAEDH76V3J4FBWQ,6711.351985
HACEGPF9FJFJQU2R,794.5539404
ACCEGBTPV5PPBHVD,6551.873315
PCSEAH5WCDGS8YCZ,2752.647418
RTRDRUZCPNJ3MTAT,567.7304814
PBXE68H4WBX5AFCH,3414.515925
RNGEHFDYHVSR3SMH,3140.792469
DREEDR97ZHGNPWFR,5618.377824
NKCE9ZGXGSETFAZU,3016.420618
SWDEGU4MDSDGGJHN,1201.121652
PCSE3X2TJCZGDYYZ,16728.66888
MUGEACY86QBJGTZA,4312.33723
CRTECN2QXC7HYKPG,8744.493011
NKCDTAXFXWPKGZAN,528.76267
USGE9ZHVSVH9FVHP,1136.638355
TROEHQYAHGHUEXXZ,6359.291546
NKCED8SK6UNMAZST,6849.216281
TUNE8XCD5NGNPDYJ,1250.469698
KRTE7X8NADSVDEET,7850.036473
FABE789N7XA5E9GY,3856.164578
IRNEGYYU2ZVJQQ5T,4281.423099
ACCEH5Z2YUKYQBFP,4383.670503
FABEADKAG5XYGZHK,2949.353882
BRAEDSGAUHAZHBY5,6220.197329
CSKEH3JPCEGTMZFP,4019.112227
SUDEGVG6YTPMYPU4,2079.185638
NKCE48ZU6EAYFSCM,2329.414499
SNDEDFE6QPNQRAXF,9259.842638
SFFEGP24CR5VDNZC,7223.209499
TOPEGGE5GRFUTGGB,8992.412998
EMLEGMZRZGDARGR8,4214.596872
CRTECN2QVPG3DY7K,2930.968626
MUGE8VY8HZAM3ZRK,824.597204
SNDEGAJFFK2KKKRF,4494.173423
BRAEDASWQDSYNUV3,7823.972678
PCSDY5AHM2SEJM4K,6284.557161
NKCECG6ZNH9NXFFH,4132.768556
WATECE855W5YFE3H,3146.168445
SHODWMHHCXTD47NQ,5480.342497
CRTECN2QYCZPHYHH,3042.621356
GOGEHZ5P6TWYBFXB,2649.095061
TCVEHSMY2TNTCKNC,8057.378754
SFFEH2FGABYNF47W,5313.510036
MUGEAGGKZFD7ME7F,1858.552824
TOPE7QTUGVGEFKH6,3782.37651
TSHE4S26ZSFE9JTB,3524.740067
MUGEGZUJBNU4Y2CH,593.0442547
WATDUNJ7PGYUWDGQ,8517.338671
NKCEAJKYW5CDKBEV,9594.293844
PACDZUDMCHKDHGXA,3420.245252
BRAE8TFHGXKFFMAQ,1733.49439
NKCE87C3JAXKXZRJ,3077.905582
NKCECQYZ24MSM3ZZ,3767.166168
SNDECZJR6APCXEZ4,11557.97312
TOPED9T3FXS8CP8M,5763.471755
ECIEF7MGVGZAZMGG,5155.87681
SHIE7DFNYZC6YWTT,578.7842543
SUDEJFBRVYEUZUDH,3249.580443
MNKEYGQMJHGZ4ZRX,1886.004572
BRAE8MVUMSMBMNJS,3519.038719
NKCEBBYSAJKEEQ8K,3050.083399
SNDE9WZJJ8YXWU5Q,8881.917306
CRTECN2QSXEHJHR5,4344.189817
